"","fish.id","Sex","Time_point","PVO","SC","SD","RT","PSp","PTN","A","NR","OENc","OENr","P","PCN","PGa","PGc","PGl","PGm","PGZ","PL","PM","PO","PON","PPa","PPd","PPv","Vc","Vd-dd","Vd-vd","Vdd","Vl","VL","SG","SGN","SO","SR","SRF","SRN","CC","TeO","TGN","TL","TLa","Cce-g","TPp","TSc","TSvl","Val-g","Val-m","Cce-m","Vam-g","Vam-m","VAO","CM","CON","CP","CPN","DAO","Dc","DIL","Dl","AON","Dm","DON","Dp","DP","DTN","ECL","APN","EG","EmTl","EmTm","EmTr","ENd","ENv","EW","ATN","GC","GL","Had","Hav","Hc","Hd","Hv","I (thalamus)","ICL","BSTa","IMRF","IN","IO","IR","IRF","LC","LCa","LH","BSTm","LRN","MAC","MaON","MFN","MON","BSTpd","UnkD","UnkMS","UnkR","UnkSC","UnkVT","NDV","NI","NIn","NLL","nLOT-a","nLOT-i","nLOT-p","NLV","NMLF","Vv","ZL","IIIm","IVm","Vmd","VM","Vp","Vs","VImc","VImr","VIILo","VIIm","IXLo","Vmn","Vmv","Vsm","CIL","XLo","Xm","IXm","DH","NC","PPp","PSm","R","T","PMg","E","SCO"
"1","22-285A","F","Rack",3.49109614166139e-05,3.13597591570497e-06,7.22234419959093e-07,2.63433138718037e-06,0,5.27277840269966e-05,3.95794561621175e-05,0,0,0,4.28221386101821e-05,0,4.0907424861242e-07,0,1.11945159084248e-05,3.11565304087737e-05,2.79438726848086e-05,1.09785079561893e-05,0,0,0,2.13390606359951e-05,0,4.32406254324063e-06,5.18083853235025e-05,8.70484921402977e-05,5.73438953788897e-05,9.17349539061134e-05,1.34370773428399e-06,6.67371165147208e-06,3.55974865877857e-05,0,5.81395348837209e-06,0,2.14687609490681e-07,9.46396123561478e-07,3.58784655727466e-08,9.65124567469774e-07,4.9187876758205e-05,4.79477141004638e-06,7.17151588634199e-07,8.34449761315067e-06,1.14200745847769e-05,9.01729672093304e-06,5.16421639601751e-06,1.37409301848576e-05,1.79485264977686e-06,1.7434941515734e-06,7.49727371864776e-06,1.10849295631904e-06,0,6.24322164507107e-07,0,5.97565940437711e-05,2.80055563023704e-06,0,1.29201432506252e-05,2.21661722306367e-06,1.40073103136224e-05,3.61689814814815e-06,4.94636430847866e-05,3.14077059434686e-06,2.26029334188959e-05,1.49866032798507e-05,1.12482002879539e-05,2.5572174906456e-05,1.15513991054597e-06,9.35091755495274e-07,2.90499504214179e-05,1.92630125502379e-05,1.85588439077502e-05,4.38127213695396e-06,3.28113137448108e-06,7.85517981030264e-06,1.20698603517157e-05,1.79300452388834e-06,3.15783855587447e-05,3.94446197538656e-06,5.27591142039319e-05,1.10147414409566e-05,1.96661032796318e-05,3.93004519551975e-05,1.05693348365276e-05,4.266096149914e-05,3.34886666233682e-05,1.75364102640843e-07,3.6498032948119e-05,0,2.7451049288908e-07,2.85121790994974e-07,1.62399528824834e-06,3.52447142327241e-07,2.63755476066074e-05,4.55117171984642e-05,0,0,2.48723692139763e-06,8.6421711753935e-07,5.21836418894096e-07,1.98338622363263e-05,1.10274063118589e-05,1.14318771303639e-06,1.09107348387439e-06,7.29305234661252e-07,9.24687155415727e-06,6.54941753846691e-06,9.86831717560868e-07,0,1.38185677330916e-06,4.78459038017619e-06,1.7846036412982e-05,1.7218828237006e-05,1.25509436195759e-05,0,1.64490891495678e-05,3.18484149546747e-05,4.42651280501624e-07,0,1.64423837826006e-06,2.9904727057797e-05,0.000145168411353689,0.000152848724626068,0,0,4.32717605029217e-07,0,0,1.5264006252137e-06,0,0,1.38473232485053e-06,7.66985171503144e-07,1.82101067549298e-07,0,0,0,1.04946267511034e-05,0,5.42723167766586e-06,0,0,4.37675070028011e-06,0
"2","22-305B","F","Rack",1.37562643911689e-05,2.75806679375838e-07,8.22379241832129e-07,1.38928406302237e-06,2.12691138436408e-06,2.47387587080431e-06,8.24333550569469e-06,0,0,1.15241361507541e-06,4.87945787271251e-06,2.2188298778756e-06,4.2837559972584e-07,0,2.31606252526614e-06,2.23305430788077e-06,1.1108936248661e-05,1.19198982835346e-05,0,0,1.40098928523395e-06,1.67412849653695e-05,8.21119934602359e-06,2.24003631845551e-06,4.0845096721189e-05,1.81811992473757e-05,1.42557198334347e-05,1.89246783518819e-05,1.92278476204945e-05,2.32184724102632e-06,5.63266041816871e-06,3.91942908028245e-07,1.17648150504793e-05,4.71854804614363e-07,6.76272080078484e-07,0,6.01325803130743e-07,1.73763212116642e-06,4.61283792332673e-06,4.48566657005231e-06,1.19694501330364e-06,2.22438951715918e-06,2.85184114864557e-06,1.62184633634842e-05,1.71972013952109e-05,5.78870075251257e-06,5.37767522880362e-06,1.37237662163807e-06,5.06482982171799e-07,6.725173886096e-08,0,6.44281188363766e-07,2.1207185721626e-06,1.03164354166869e-05,0,0,2.1946292553291e-05,5.55020762216673e-07,1.54192080087113e-05,1.06651650114331e-06,2.8126662030029e-05,6.37168372602307e-06,2.14493935625575e-05,5.63516062808633e-06,5.17504057231809e-07,6.72338760940785e-05,3.48627800975361e-06,4.42850212412943e-06,1.29277535080752e-05,4.41625638220277e-05,2.25722311396469e-05,3.43930317752307e-05,1.93467647787172e-05,3.78274342710502e-06,8.62616280674635e-06,2.3959494447295e-06,4.34757586676275e-05,1.12239187450928e-05,8.47103853577082e-06,4.15590777002972e-06,9.92747976035064e-06,7.66901802326245e-06,3.92390758412858e-06,0.000113596437885975,4.72079402099014e-05,4.3560358304722e-07,3.18066157760814e-05,0,0,1.34013382755086e-07,6.71898516448076e-07,1.44679274983217e-06,1.28110523510843e-06,2.85388127853881e-06,8.21298571597524e-07,0,6.72621609987086e-06,5.21234684040044e-07,1.65410217339001e-06,9.20264218082169e-05,7.31599279656094e-06,2.26276873934559e-06,1.30698637827783e-06,4.84496124031008e-07,3.90474994830591e-05,1.09989155663788e-05,1.18902671029602e-06,4.41800188501414e-07,5.1465744400527e-07,1.47728526181434e-05,3.76611898927409e-05,1.82729953729598e-05,8.32320007641272e-06,0,2.07883548927472e-06,1.38425105629004e-05,6.20450033090668e-07,1.93522417636859e-06,1.39305530790128e-06,2.71093221368218e-06,4.59156558709516e-05,3.83597883597884e-05,0,8.31411848173111e-06,1.18690202745474e-06,2.24413293884468e-07,4.39384471176379e-06,0,0,0,2.04188823771851e-06,6.72809869313411e-07,2.74667322938457e-07,0,3.8702566134945e-07,0,8.50918992511913e-07,1.25005000200008e-06,6.89388925656298e-06,0,0,0,0
"3","22-305C","F","Rack",2.10366879838438e-05,6.03211983167973e-07,8.25531510207532e-06,0,2.1649670232223e-07,1.32687000212299e-05,9.65918334146738e-06,0,0,0,0,1.33844440637314e-06,5.24921357236661e-06,0,6.7550041070425e-06,5.71977669991763e-06,2.74036227636746e-06,1.60409965094792e-06,1.31828728116431e-05,1.02904373024236e-06,0,7.91567114622341e-06,1.27438986134638e-05,3.34153122326775e-06,2.65630902908954e-05,6.97488369591524e-05,4.63418251069277e-05,8.17486668678941e-05,1.14950388591262e-05,2.44240801891401e-06,0,0,4.48850941589531e-06,0,9.73312043321989e-08,0,1.28391064803592e-07,9.70310334325263e-07,7.67624662245149e-07,6.03986448614904e-07,1.37465761860913e-06,1.51210256652193e-07,1.87689421939681e-06,2.72956754915405e-06,7.01996643630165e-06,2.93537478865302e-06,0,1.74480800970169e-07,1.33046095682495e-07,6.93954050248935e-08,0,3.07790800748547e-07,0,9.80428507866245e-06,9.25487176449683e-07,0,1.07365439645442e-05,7.43944293451306e-07,9.96973314709453e-06,3.70361591428944e-07,2.86540563517124e-05,9.91894240268526e-07,1.33672459489382e-05,1.37554635736019e-05,6.05972464611208e-07,4.49934961125619e-06,4.60198671950305e-06,9.53754823158433e-07,8.50108813928183e-06,7.75760006110602e-06,3.09048953354211e-05,7.95180958719098e-06,8.82030106627639e-06,9.64565713932959e-07,2.05798580812987e-06,2.47189944708553e-07,3.37551818765692e-06,1.23684002216417e-06,1.15346757987122e-05,1.53278036705328e-06,2.46720825007214e-06,4.30203744493392e-06,8.48262757871878e-06,4.08496732026144e-06,1.39871094799033e-05,2.12135364764214e-07,0,2.79701610464004e-06,0,1.73792950031051e-07,0,2.84579869047727e-07,0,5.41782246879334e-06,0,0,7.93214315931974e-07,1.37910034113426e-07,7.54553883598292e-07,1.78699070764832e-05,7.46784465050311e-06,7.70351663822642e-07,9.35804322567508e-07,5.31254781293032e-07,1.39736982927348e-05,4.26609512368263e-06,0,0,6.08639763166095e-07,5.90513983371126e-06,7.7602476657175e-06,1.89781596527137e-05,9.91002228301544e-07,0,1.39359193360645e-05,1.24750499001996e-06,0,0,2.35020719426625e-07,5.4649727394301e-06,0.00010304529143633,8.78983084185681e-05,0,0,8.1112789605104e-08,0,0,7.24654484741675e-07,0,0,1.89985773865253e-07,1.30591947178169e-07,8.54249927559606e-08,0,0,4.34128270432971e-06,3.14549062464052e-06,0,0,0,0,0,0
"4","22-515A","F","Rack",3.90990210636309e-05,2.86479978487263e-06,2.13903377277643e-07,8.08876708157284e-06,1.64399271908505e-06,0.000100018289058571,4.15890338035667e-05,0,6.46008186215736e-07,3.24612690686769e-06,2.48519925775382e-05,1.77325086534642e-06,8.81158711957441e-07,6.49298180810786e-06,5.78813171915886e-06,1.10356147900127e-05,1.67058379966866e-05,2.03958900533323e-06,8.8414202857547e-06,3.19873074364092e-06,2.35047235092364e-07,7.93829833215167e-06,7.94862011954725e-06,1.62323123768583e-05,4.26335908796196e-05,2.65527354456748e-05,1.87108511422255e-05,2.56322624743677e-05,1.20326310586991e-05,8.2125024280442e-06,8.01436173623133e-06,4.64900622842861e-07,5.7413461719648e-06,2.59909224846728e-06,1.47298702485902e-06,2.20275185383596e-06,1.78782890882297e-06,3.41869212688257e-06,3.65617194689102e-05,4.4682160230829e-06,3.06301367873842e-06,3.03999303681595e-06,1.76335773889936e-05,7.81096413626534e-06,1.11589374906079e-05,1.38312989191204e-05,1.40303704516657e-06,3.58652156503687e-07,9.67728149136279e-06,6.37409079968833e-08,2.21169595373385e-06,1.28075482120663e-05,0,6.86421501894845e-05,6.78954229432213e-06,2.38404028074458e-06,1.70950391091533e-05,1.00093749602968e-05,1.72630942783318e-05,3.02399845171279e-06,2.06972708673431e-05,1.37644434893682e-06,1.87361267773248e-05,4.4754344834616e-05,6.95657385526902e-06,9.25893005285738e-07,1.63833133612942e-05,4.14766244175267e-06,1.61027138440398e-05,3.20826686462496e-05,5.53314971473539e-05,4.6612379035192e-05,3.62349431498368e-05,1.06582537517053e-05,4.20039255833137e-05,1.4307734570539e-06,0,7.89285363492219e-06,7.50215446487196e-05,2.44501805683204e-05,2.70325669561424e-05,3.09312070992453e-05,2.12874659400545e-05,2.01088199965681e-06,2.28751525010167e-05,2.85645063955008e-06,4.20767945027393e-05,0,7.14835301946432e-06,8.95805363039297e-06,4.87428250561517e-07,3.38285634557697e-07,4.75806968618777e-05,8.30322032096928e-06,0,0,6.57811644844862e-06,2.27865342884476e-07,3.41442983574316e-07,5.28611870705371e-05,1.55534396866591e-05,4.35414292564155e-06,5.29053574354213e-06,3.2134336952945e-07,2.83456853636177e-05,2.29382115942975e-06,1.38374049567957e-06,0,1.03682813536828e-05,1.12268726423567e-05,6.72461472249947e-06,2.53010828863475e-05,9.24588395001566e-06,0,1.4863807882971e-06,4.77588661390948e-05,4.88870513565458e-06,0,3.10263619828278e-07,2.00052785857882e-05,5.89491788726143e-05,6.09498529381088e-05,6.52026498356893e-06,6.17604784271451e-05,4.6923590612911e-06,2.9404327140782e-05,0,4.41462122549885e-06,5.00480461242793e-07,1.08101563581016e-06,8.72836071863856e-06,1.17693107488106e-06,3.10057259089392e-05,2.23821802034093e-06,0,0,1.04551960000743e-05,9.60385998340453e-07,4.87595568731471e-06,7.38959938518533e-06,3.12917222963952e-05,4.98723268432812e-06,0
"5","22-271B","M","Rack",4.22886082178299e-05,8.53242320819113e-07,3.9212102696156e-06,2.91141913041147e-05,4.26651287604162e-06,4.30641279453437e-05,4.23468631561117e-05,1.07639845687517e-05,5.940499952476e-06,2.66649601092197e-06,8.44075277789978e-05,2.55088158467566e-06,1.12095559222326e-06,3.39673913043478e-06,1.24047316608447e-05,3.00050369111143e-05,4.26749668882242e-05,6.90525157834322e-05,2.65731292517007e-06,4.01547080592105e-06,8.40958019375673e-06,1.45220857995402e-05,1.41003948110547e-05,9.53121664074176e-06,5.00504857073222e-05,0.000105511587704608,7.07074866495596e-05,0.000124927780676905,6.19782724527855e-06,1.3365197891622e-05,3.04514941533131e-05,2.85997559487492e-05,7.30731501442927e-06,2.33118491331722e-06,3.12463648020034e-06,3.90783755900835e-05,2.55760545928047e-08,1.0185984177848e-05,5.58261099201541e-05,2.90110023175166e-05,4.34157948591288e-05,3.11754903879941e-05,1.51118275236752e-05,4.90922577410931e-05,3.70200695051805e-05,4.24279476154631e-05,2.7825417573163e-05,1.44247413163057e-05,6.20667755638878e-05,7.61817151382053e-06,1.22810818436486e-05,0.00014206093325816,8.4004473070182e-06,4.63707585348137e-05,2.88043716806391e-05,2.59379150066401e-07,3.26684804371894e-05,4.81824314127634e-05,3.07870115385675e-05,1.36690790520121e-06,5.06701094087739e-05,7.29027504581859e-06,3.86935643744882e-05,2.27359913222922e-05,3.41225977691171e-05,0.000161679536679537,1.27362575780733e-05,1.63317504675869e-05,2.70670443372817e-05,4.14090106007067e-05,1.82191227912817e-05,8.25997517697895e-06,3.38604273185928e-05,5.19372597901735e-05,5.85425252903709e-05,5.65713251267198e-06,8.01491882066607e-05,1.47975532549752e-05,0.00011933836589698,4.21083629794292e-05,6.73497969567983e-05,5.76806447927013e-06,6.68644232639564e-05,0.000268004673415786,7.9931911521003e-05,1.61784687165205e-06,0.000129926529217451,1.6313426602631e-06,1.89533696564133e-06,1.86894137959727e-06,3.56607446522868e-05,6.41823679778565e-07,4.25070926120244e-05,3.59815774323546e-05,1.07165514994599e-06,2.69908447054759e-06,7.42577933554127e-06,1.19013161903601e-06,3.94291272884157e-06,6.74597496640621e-05,2.47552555037953e-05,1.78194502789726e-05,4.57741658152825e-06,2.56168538404787e-07,1.44556530426096e-05,1.58013429877432e-06,4.68270023226193e-05,8.07734593429636e-06,7.13235831142273e-05,2.47309275087053e-06,1.17724959719952e-05,5.03429654096334e-05,5.38775973247086e-05,4.06231042551348e-06,5.35002417532538e-05,7.65406093857157e-06,2.55174494976391e-05,2.15195684609205e-05,4.56387318435201e-06,4.17578194288417e-05,0.000143984205794614,0.000100238822277006,4.71001386628082e-07,1.78806431309721e-06,2.51483416848182e-07,6.93064822450459e-06,6.43851986154607e-06,6.1027262616073e-05,1.91976901339231e-06,9.06205696610388e-06,0.000122757555259616,1.43449330203893e-06,2.69195021875638e-06,0,0,0,0,0,0,0,0,0,0
"6","22-271C","M","Rack",3.44436116744555e-06,4.34052896579663e-06,0,9.13082513440575e-07,4.43774378005832e-07,5.59935495430926e-07,1.45619757688723e-05,0,9.34385382059801e-06,3.55376130096094e-06,1.35874935768212e-05,7.98453033540834e-06,3.16281318879043e-06,9.72842806914738e-06,4.06064138642827e-06,1.30406500073641e-05,6.21117482792429e-06,4.4917767388377e-06,1.2486015662458e-05,6.96735931508071e-07,4.99194898467751e-06,6.97218444227879e-06,5.88955898982284e-07,2.91601866251944e-06,2.10506301607997e-05,6.43090242684753e-05,3.03956996727732e-05,4.68706938585148e-05,2.31408345016884e-06,1.38762460868986e-06,5.52761914388235e-06,8.82885925193105e-05,3.80052626923757e-06,4.80473554735547e-06,7.06026583461558e-07,3.07323309585209e-06,1.53377459298005e-07,4.00981860222215e-07,3.88271106417345e-06,3.98561837058811e-06,2.95995509638491e-06,3.33739454445605e-06,1.00823642740928e-06,1.1114180520015e-05,3.05702881411271e-06,6.09579971265338e-06,7.86227098327807e-06,3.97223188712107e-07,4.01314130734448e-06,1.60185998828354e-06,0,1.81784529145018e-05,9.86199602534906e-06,1.04202056044191e-05,0,0,5.76150379523364e-06,7.59353514382715e-06,2.91863360696416e-06,1.26949157838818e-06,3.71462124073162e-05,6.2602207686018e-06,1.92912311932928e-05,4.77528335167042e-06,2.390605875153e-05,6.23806630793265e-05,1.00009956546785e-06,5.33645681001748e-07,1.56503386435181e-05,9.60926003206747e-06,2.11311823802164e-05,3.72467222884386e-07,1.2908102570881e-06,5.02864315139032e-07,1.00593212544836e-05,5.40184544326247e-06,4.12758261884558e-05,5.91602090011864e-06,2.2259420186623e-05,1.79408178552487e-06,2.5734843966617e-05,9.40445883185438e-06,9.72712180950405e-06,6.16148292141072e-05,3.58999939536852e-05,8.92873254855727e-07,1.96499685600503e-05,4.35046915459363e-07,7.22070911665225e-06,4.49310735414278e-06,2.25130575733926e-05,3.41609701351135e-07,3.70941895661464e-06,2.17679019225411e-05,4.52334771154793e-07,0,1.2895771218702e-06,5.52271381738815e-06,1.95997626999084e-06,3.11154585103847e-05,2.71187536247618e-06,6.71479834117622e-07,4.33299639600544e-06,4.73116868698083e-07,5.77528406945642e-06,2.57788010139037e-06,3.24005647349496e-05,1.7848876009307e-06,3.50115538127582e-06,5.83225501418404e-07,4.46258568164509e-06,1.02356100969517e-05,3.29465802124414e-05,1.50141952391352e-06,1.65366494827763e-05,6.11450262189872e-07,5.50100729555812e-06,2.80912904514582e-05,2.30422451163301e-06,1.22492748429293e-05,9.5361477127308e-05,7.24334496197121e-05,3.36192394961271e-06,2.87108154790342e-07,1.05749030776513e-05,7.2337962962963e-06,1.47160393055599e-06,0,2.31702695577671e-06,0,1.4561017859688e-05,5.34594898492518e-06,1.72362919649469e-05,5.47581447670142e-05,3.42456371058327e-06,3.77728277386379e-06,2.31760452396403e-06,1.18956985154168e-06,2.52913564260278e-06,2.88734523829523e-06,0,0,0
"7","22-285B","M","Rack",1.13281467848977e-05,1.27177274947094e-05,1.15265372039238e-05,5.17178604528002e-07,3.52289497417398e-06,4.28101739805471e-06,5.25453260551711e-05,0,0,1.9302038295244e-06,2.89655811654205e-06,4.3578301492121e-06,1.55700722451352e-05,7.28325046612803e-06,5.3607397405817e-06,4.42610601905312e-05,5.49067144424059e-05,1.45408954606556e-05,1.87650120096077e-05,0,5.82859274456775e-07,3.43664502977308e-05,1.49264424914024e-06,1.27829288246523e-05,4.22264217452609e-05,0.000132758726333204,8.4116486831419e-05,0.000114968828156149,4.08431477904765e-06,1.03025461554068e-05,4.58177552965325e-05,5.07025343154752e-07,1.35585341287673e-05,4.48762134528118e-07,7.76734520173576e-07,0,5.8704146408663e-07,2.41688054005888e-06,0.000102792166055427,8.11387532550032e-06,1.20095579126315e-06,7.56324588302212e-06,3.44675453592897e-06,3.79941666828344e-05,5.90304895919982e-06,1.70880851354691e-05,6.08575418838991e-06,8.5197619529826e-07,3.32371601157455e-06,7.06406257064063e-07,0,9.83601397500865e-07,3.77042059795854e-07,7.0136525684654e-05,0,2.23332332804482e-07,7.12831692316577e-06,3.53911410028358e-06,1.12793205223096e-05,7.35723690520827e-06,5.72157880167125e-05,1.54688490006336e-06,2.3926134326635e-05,1.3656778500874e-05,1.76261871032058e-05,8.60542879622345e-05,7.91199331594805e-07,3.74970002399808e-06,2.34908060599052e-05,8.72927194697681e-05,6.53082549634274e-05,7.96905333815932e-06,4.04540893125941e-05,0,1.88330073683253e-05,2.35174593618302e-06,2.59641877485689e-05,4.26610375164324e-05,9.2101476600643e-05,4.14700119206142e-06,6.04842516711356e-06,1.16902258489286e-05,0.000120536698258761,0.000160120727500784,6.29251700680272e-05,7.14164918390946e-07,5.61713600958658e-06,0,4.97764704633061e-07,1.24503777743426e-07,1.09434094410982e-06,5.05822216035454e-08,1.56901745712962e-05,5.76439351593069e-05,0,1.97809849348019e-06,1.57179981557549e-06,2.76470380069361e-07,2.85732050084028e-07,2.26828289383796e-05,6.28470222843683e-06,9.04479362637195e-07,1.14558035100582e-06,0,1.05621901757548e-05,3.43353769749709e-06,8.29991235292555e-07,0,2.15853249393144e-06,0,4.20667683747644e-06,2.22640645276202e-05,9.4876011890887e-06,1.09396879375875e-06,5.03062726515676e-05,1.0147202078147e-05,5.09621656881931e-07,0,2.297498483651e-06,5.49690276474808e-05,0.000141468150175043,0.000145250113203527,0,0,7.76948530408918e-07,2.50132069732819e-07,0,3.51386806596702e-06,0,0,4.26021386273591e-06,8.50268155681454e-07,4.26025984176827e-07,0,3.8777057769199e-06,2.85897259960661e-06,2.37785053840301e-05,0,9.96280552603613e-06,3.06422618074849e-06,1.67470525187567e-05,1.04131956014662e-05,0
"8","22-305A","M","Rack",2.28006367596011e-05,1.71787691432119e-05,6.12373258489469e-06,1.0388548329189e-07,3.14633213185397e-06,4.35252721474911e-05,3.56310091215383e-05,0,2.06525091421774e-06,7.11874585818423e-06,3.60023041474654e-06,1.28671424650014e-05,1.36850514853829e-05,3.21992334006512e-06,1.75824007201751e-05,1.52944571061244e-05,9.76352059632007e-06,5.97034885942455e-07,6.05815831987076e-05,7.32845551334365e-07,4.60060605317074e-06,2.81329543429284e-05,3.61564271664931e-06,1.87030553311189e-05,2.24079272571934e-05,4.18589075755321e-05,4.03167190594734e-05,6.36309713516768e-05,6.54418935817582e-06,6.0981559176505e-06,1.30636010749477e-05,7.09799592211881e-06,2.62859915884827e-05,7.84998367203396e-07,9.44771836148075e-07,3.88171203463818e-06,2.93289111953056e-07,1.84020620390775e-06,2.71995034529993e-05,4.50246511608341e-06,4.80186008896078e-06,6.12975251450273e-06,5.09929833654889e-06,3.3186065998266e-05,1.17360554110477e-05,1.0200184402509e-05,9.7952891426878e-06,1.04211179727722e-06,3.81848749988851e-06,1.39974916494964e-06,5.91128345786437e-07,4.99353452514406e-06,3.36729913328648e-06,5.1527555766766e-05,3.85675497778509e-06,7.23748205104451e-07,1.57732056651108e-05,2.87602154018292e-06,1.50543639152784e-05,9.08472487092423e-06,3.74108237959844e-05,6.0672569085235e-06,2.32109581560656e-05,8.34134102071322e-06,1.18448568814534e-05,5.78096831587505e-05,2.52191035718321e-07,2.19775229614174e-06,1.69704522669043e-05,1.43541092502297e-05,3.3555245355954e-05,2.24938816641873e-05,8.513857799246e-06,5.25322452472645e-06,2.42662936527354e-05,5.9985155673476e-06,3.17997397061649e-05,1.73011789226861e-05,3.63522386516389e-05,2.21392741104158e-05,2.3029108793515e-05,2.62856156257194e-05,3.48928092898615e-05,8.11016596108809e-05,1.65630721788571e-05,1.63042899581545e-06,6.99652972125826e-06,1.72735915804369e-07,6.18331908696616e-07,2.29285943883612e-06,1.11749981178951e-05,4.84315913458558e-07,8.67965142519876e-06,4.19377795851972e-05,5.13743670677977e-07,0,5.94339981488291e-06,1.12968744979167e-06,5.10269142188003e-06,2.71452901425406e-05,8.15530707731559e-06,1.20078216281681e-06,4.93502859985078e-06,1.42884576695868e-07,1.80807069382945e-05,8.21188170847567e-06,1.40619174348491e-06,3.22601735683365e-07,3.23693314826708e-07,6.95062277580071e-06,1.8199466148993e-05,2.60475401315983e-05,9.07854426368054e-06,2.90674904291463e-06,2.02815245806405e-05,5.85014274348294e-06,6.723466511758e-07,9.71963032080334e-06,4.96182608617867e-06,1.15003426308977e-05,5.8465855940131e-05,0.000110446704567562,2.16718910371994e-06,2.66032917139614e-06,3.17186131400581e-06,8.54845302477676e-06,1.03868909127169e-06,7.90872279399359e-06,7.51382543880741e-06,5.33604262003962e-06,1.65597422509238e-06,2.65769687303959e-06,7.36160188457008e-06,0,0,0,3.83992403932082e-05,0,0,6.85367137468199e-07,1.38642413487134e-05,5.16358228684732e-06,2.07045053003534e-05
"9","22-272B","F","Home tank",6.78757602085143e-05,3.88184980124929e-05,4.40544160146613e-06,1.84951038416012e-06,2.48984144689666e-07,6.47815001906214e-05,0.000103653881591071,0,6.05326876513317e-06,0,3.09498799519808e-05,2.5809382226627e-06,6.51883893919793e-05,2.22736992159658e-05,1.41734069090634e-05,7.52229486063491e-05,5.09097350283024e-05,6.84792609990557e-05,1.12060721969878e-05,9.46037992885794e-06,7.21709006928407e-07,5.85804051647113e-05,1.67327050760334e-06,1.03051288019863e-05,4.1044776119403e-05,0.000152351948776535,0.000111598318530427,0.000107728088401964,4.87773152965661e-06,9.12160189923914e-07,4.17371560858339e-05,6.4720160381735e-06,2.22404273290371e-05,1.60250322874725e-05,1.58759826996336e-06,2.72982983332751e-06,3.50632822117357e-07,8.77382372831816e-06,0.000143015481425864,2.11661260379052e-05,3.18361109659892e-06,6.19348247753691e-05,3.69452727591651e-05,4.19469742645892e-05,4.05674994497671e-05,4.6795421833481e-05,2.52214797852772e-05,1.13969978770167e-05,4.1645471705252e-05,1.04054288035588e-06,0,7.91100675939165e-05,4.0065129875125e-07,0.000125918199971473,9.88506959088992e-06,7.99110110980412e-07,1.62216460337136e-05,3.16561116895657e-05,2.39372613852942e-05,1.22747983659788e-06,8.76857811408368e-05,4.75626420675439e-06,4.07197742462811e-05,4.42254233004802e-05,2.32786390175156e-05,0.00016729648874193,5.65268646848218e-06,1.81797559069373e-05,1.01623813033864e-05,1.61403379325611e-05,9.64506172839506e-05,0,1.58695782052814e-05,4.4649815555671e-05,0.000130324304500445,1.40102632722457e-06,4.84713399381213e-05,8.06569261154502e-06,1.93655668172304e-05,1.25490217749705e-05,7.3792042861395e-05,0.000118455452101372,7.30140186915888e-05,0.00025812494554326,7.2480320494799e-05,3.9567825717883e-06,7.77846919726198e-05,1.72482310214264e-07,0,8.1319935144224e-07,8.65938816227001e-06,1.17445880938064e-06,4.702101261813e-05,4.54876273653566e-05,2.03972847134589e-06,0,0,1.62363732547375e-06,6.23722616082263e-08,3.18441446997935e-05,8.97816870001527e-06,9.10712897961298e-06,4.18669363539575e-06,0,1.54026878717182e-05,6.8508666803075e-06,5.39164941338854e-06,0,5.16890944771517e-05,1.60614704597435e-06,3.11223981675132e-06,1.95871146580035e-05,5.11742450794838e-05,0,6.10135313406958e-05,0.000133803909401179,3.8229222417616e-06,4.13141195134849e-06,4.39599085633902e-07,4.79999057670562e-05,0.000136583610626948,0.000120788091585035,8.41773515784937e-07,0,1.6749206757568e-07,1.34628640358435e-06,0,5.93101901376859e-06,0,0,3.204257444832e-05,0,3.52832255077962e-07,0,0,0,6.39717687985015e-05,2.716918796731e-06,0,0,0,0,0
